judul,isi,label
Jeka Saragih membuka jalan petarung Indonesia bersinar di UFC,"
				Jakarta (ANTARA) - Wasit Dean Herb mungkin berpikir pertarungan kelas bulu UFC 82 antara Jeka Saragih melawan Lucas Alexander di UFC Apex, Las Vegas, AS, pada Sabtu (18/11) setempat akan berlangsung lama. Sang wasit kawakan itu mungkin menduga laga akan berlangsung tiga ronde, dan pemenang baru akan ditentukan melalui perhitungan poin.
 

Namun, yang terjadi tidak demikian. Jeka Saragih, justru tidak memerlukan waktu lama untuk membuat Lucas yang berasal dari Brasil takluk.
 

Total pertarungan itu justru hanya berlangsung selama 1 menit 31 detik, atau 91 detik. Jeka yang tampil agresif berhasil mengakhiri perlawanan Lucas dengan kombinasi tinju kanan-kirinya, dan memaksa wasit Herb menghentikan pertandingan untuk mendaulat Jeka sebagai pemenang.
 

Kini, momen indah itu berlalu hampir sepekan. Kenangan yang bahkan tidak pernah terlintas dalam mimpi terliar Jeka.
 

“Mungkin kemarin Indonesia pernah mengirim beberapa atlet untuk berlaga di Road to UFC, dan saya salah satunya pengganti dari China. Mungkin saya bisa mendapatkan kontrak ini, mungkin rezeki saja sih. Saya tidak menyangka juga bisa berkompetisi di UFC,  dan sampai saat ini seperti mimpi saja rasanya,” kata Jeka pada acara bincang-bincang dengan para pewarta di Prince Center, Jakarta, Jumat (24/11).
 

Dulu dia biasa menonton UFC, dan sekarang bisa berdiri di panggung UFC serta memenangkan pertandingan itu di UFC. 
 


Jalan panjang menuju UFC
 

Sebagai manusia beragama, tentu wajar saat Jeka mengucapkan bahwa penampilannya, dan kemenangannya, di UFC sebagai anugerah dari Tuhan. Perlu usaha keras untuk mewujudkan apa yang kini menjadi takdir Tuhan tersebut.
 

Jalan panjang Jeka di dunia bela diri campuran telah terentang sejak 2016 saat ia pertama kali terjun di ajang MMA One Pride pada 2016. Bahkan lebih panjang lagi jika memasukkan perjalanannya di dunia bela diri dengan menjadi atlet wushu, yang pernah mengantarkannya berkompetisi di Pekan Olahraga Nasional (PON) serta bertanding mewakili Indonesia pada turnamen di Filipina sekira 2014 sampai 2015.
 

Pada debutnya di MMA One Pride, Jeka menelan kekalahan dari Kevin Sulistio. Namun kekalahan itu tidak menyurutkan semangat Jeka berlatih, dan hasilnya ia petik dengan memenangi delapan pertarungan secara beruntun dan menjadi juara kelas 70 kilogram pada 2017.
 

Selepas berkiprah di MMA One Pride, dengan keberhasilan mempertahankan gelar juara sebelum kemudian kalah dari Angga Hans pada 2020, Jeka mantap menatap kolam yang lebih besar, Liga Champions-nya bela diri campuran, UFC.
 

Di UFC, kiprah Jeka diawali dengan terjun di ajang Road to UFC (RUT) 2022. Road to UFC merupakan turnamen yang mempertemukan para petarung papan atas Asia, di mana juaranya akan dikontrak oleh UFC.
 

Jeka mampu menaklukkan Pawan Maan Singh dari India pada perempat final RUT kelas ringan dengan kemenangan KO. Beranjak ke semifinal, ia mempecundangi atlet Korea Selatan Bin Ki Won, lagi-lagi dengan kemenangan KO. Sayangnya Jeka gagal menjadi juara setelah pada final ia kalah TKO dari petarung India lainnya, Anshul Jubli.
 

Sebagai catatan, selain Jeka, terdapat petarung-petarung lain dari Indonesia yang juga mengikuti RUT. Namun baik Rama Supandhi (kelas terbang), Gugun Gusman (kelas bantam), dan Angga Hans (kelas bulu), langkahnya terhenti pada pertarungan pertama.

Mendapat kontrak UFC
 

Sastrawan Rusia Leo Tolstoy pernah menulis cerita pendek berjudul “Tuhan tahu tapi Ia menunggu.” Mungkin situasi itu sangat layak disandingkan dengan kiprah Jeka, sebab meski gagal menjadi juara RUT, ia tetap dikontrak oleh UFC. Keberhasilan Jeka memenangi dua pertandingan dengan KO diketahui menjadi alasan kuat UFC untuk mengontrak petarung asal Simalungun tersebut.
 

Setelah kontrak diteken, latihan intensif di Amerika pun diikutinya selama lima bulan. Tapi Jeka urung mendapat kesempatan bertarung, sebab UFC kemudian kesulitan menemukan lawan bagi dirinya.
 

Calon lawan pertama Jeka, Jesse Butler, menyatakan mundur dari pertarungan yang mestinya digelar pada 18 November silam dengan alasan cedera.
 

UFC kemudian mendapatkan lawan yang sesuai untuk Jeka, yakni Charlie Campbell. Namun Jeka kembali harus memendam keinginan naik octagon, karena Campbell ternyata tidak dapat menurunkan berat badannya agar dapat bertanding di kelas bulu.
 

Pucuk dicinta ulam pun tiba. Lucas Alexander kemudian mengajukan tantangan kepada  Jeka,  petarung dengan julukan “Si Tendangan Maut” itu.


Bangun kamp latihan
 

Kemenangan melawan Lucas Alexander mendatangkan keuntungan finansial yang sangat besar bagi Jeka, sebab ia mendapat bonus sebesar 50.000 dolar. Dalam berbagai kesempatan, Jeka menyebut uang bonus itu akan dipakainya untuk membangun kamp latihan di kampung halamannya.
 

“Karena saya lihat sarana prasarana olahraga di daerah saya itu enggak ada, apalagi di Simalungun itu GOR (Gelanggang Olah Raga) saja tidak ada, makanya saya buat kamp latihan,” ucap Jeka.
 

“Kita punya kesempatan dari Tuhan, rezeki. Alangkah baiknya kita bisa memanfaatkan sama orang-orang di sekitar kita,” ucapnya seraya menambahkan bahwa kamp latihan itu rencananya akan dibangun di Kota Madya Pematang Siantar dan Kabupaten Simalungun.
 

Jeka sangat berharap keberhasilannya mengharumkan nama Indonesia di kancah UFC, akan dapat menginspirasi para petarung tanah air lainnya untuk mengikuti jejaknya berkiprah di panggung besar tersebut.  Potensi fighter-fighter di Indonesia ke depan diharapkan lebih maju,  karena  dukungan dari berbagai pihak.  
 

Masyarakat olahraga Indonesia, khususnya pecinta olahraga bela diri campuran, tentu berharap prestasi Jeka tidak berhenti pada kemenangan di laga debut. Kemenangan-kemenangan selanjutnya tentu sangat dinanti publik Tanah Air, dan yang tidak kalah penting adalah hadirnya sosok-sosok penerus Jeka yang mampu membuktikan bahwa petarung Indonesia juga mampu berjaya di panggung dunia.Editor: Slamet Hadi Purnomo				COPYRIGHT © ANTARA 2023
",olahraga
Leo/Daniel tersingkir di perempat final China Master 2023,"
				Jakarta (ANTARA) - Ganda putra Indonesia Leo Rolly Carnando/Daniel Marthin tersingkir di perempat final China Master 2023 setelah dikalahkan dua gim langsung 16-21 dan 14-21 oleh pasangan India Satwiksairaj Rankireddy/Chirag Shetty di Lapangan 1 Shenzhen Bay Gymnasium, China, Jumat.

Pada gim yang berlangsung 45 menit itu, Leo/Daniel sempat memberi perlawanan sengit kepada Reddy/Setty, meskipun unggulan India itu masih memimpin di interval dengan 11-9.

Setelah interval, Leo/Daniel tak berhenti memberi perlawanan sengit dimana keduanya menyamakan angka setidaknya dua kali, 13-13 dan 14-14.

Permainan pasangan yang sama-sama berusia 22 tahun itu kemudian tampak kendor dan hal ini dimanfaatkan Reddy/Setty untuk menjauh 17-14 sebelum kemudian menutup gim pertama 21-16.

Baca juga: Upaya rubber game Leo/Daniel tak tembus pertahanan Rankireddy/Shetty

Memasuki gim kedua, permainan menurun Leo/Daniel belum juga bangkit. Mereka malah kesulitan mengejar hingga lawannya yang merupakan peringkat 13 dunia itu unggul jauh di interval 11-6.

Dominasi Reddy/Shetty tak menurun dan keduanya justru terus unggul sampai 17-10. Leo/Daniel kemudian sempat mencetak tiga angka berturut-turut untuk mendekatkan skor menjadi 13-17.

Namun, momentum itu gagal berlanjut hingga akhir gim. Reddy/Shetty pun menang 21-14 dan melaju ke semifinal China Master untuk menghadapi pemenang duel antar pasangan tuan rumah He Ji Ting/Ren Xiang Yu melawan Liu Yu Chen/Ou Xuan Yi yang berlangsung hari ini.

Sementara itu, kekalahan Leo/Daniel membuat Indonesia hanya menyisakan satu wakilnya di China Master yaitu Pramudya Kusumawardana/Yeremie Erich Yoche Yacob Rambitan yang akan memainkan laga perempat final pada hari ini melawan pasangan tim tuan rumah, Chen Bo Yang/Liu Yi.

Baca juga: Bermain sabar bawa Leo/Daniel maju ke perempat final China Masters
Baca juga: Rankireddy pecahkan rekor smes tercepat di duniaPewarta: Zaro Ezza SyachniarEditor: Junaydi Suswanto				COPYRIGHT © ANTARA 2023
",olahraga
Lapakgaming Battle Arena jadi wadah kompetisi buat komunitas game,"
				Jakarta (ANTARA) - Platform teknologi Bukalapak menghadirkan Lapakgaming Battle Arena sebagai wadah kompetisi dan pertemuan antara komunitas berbagai game di Indonesia.

“Melalui acara ini, gamers dan komunitas gaming berkesempatan untuk bertemu, membangun jejaring, dan mengekspresikan passion mereka terhadap dunia game dan digital,” kata CEO Gaming Bukalapak Prasetya Setiawan dalam jumpa pers di Jakarta, Jumat.

“Kegiatan ini juga diharapkan menjadi sebuah wadah bagi para gamers untuk menunjukkan keahlian mereka dan memperkenalkan karya-karya mereka melalui eksibisi,” ujarnya menambahkan.

Adapun Lapakgaming Battle Arena edisi perdana ini menghadirkan turnamen untuk sejumlah game, di antaranya adalah Genshin Impact, Tekken7, hingga GT-Sim. Pada turnamen ini, setiap pemain juga berkesempatan untuk memperebutkan hadiah menarik dan gelar juara.

Prasetya melanjutkan, pihaknya memilih untuk mengajak komunitas game yang kurang populer seperti Tekken7 dan GT-Sim dengan tujuan memberikan sorotan bahwa peminat game di Indonesia sangatlah luas.

“Kita juga mau mengajak komunitas kecil atau game yang kurang populer untuk tampil. Untuk game yang sudah besar sudah di-empowered dari game developer dan publisher mereka. Tiap tahun mereka punya banyak series dan turnamen, baik untuk rookie maupun yang senior. Jadi, komunitas-komunitas ini kurang tersorot, sehingga kami harapannya ingin memeratakan kesempatan untuk gamers Indonesia,” jelas dia.

Sependapat, AVP Gaming Growth & International Business Bukalapak Hendi Huang menambahkan, kehadiran ajang ini juga diharapkan mampu memberikan kesempatan bagi para pemain di tim komunitas untuk berkompetisi dan mengembangkan talentanya di lingkup esports agar bisa menjadi pemain profesional (pro player) di masa mendatang.

“Harapannya kami bisa membawa lebih banyak komunitas dan berharap komunitas nanti bisa dibantu untuk (mengikuti) turnamen, dan lainnya, sehingga mereka bisa punya kesempatan dan masa depan di dunia gaming seperti menjadi pro player. Tujuannya untuk melahirkan talenta baru dari berbagai game,” kata Hendi.

Adapun rangkaian acara Lapakgaming Battle Arena siap bergulir pada 25 dan 26 November di Mal Taman Anggrek, Jakarta Barat, secara gratis.

Pada hari pertama, akan diisi dengan final EA FC24, acara bincang-bincang, hingga funmatch Mobile Legends Bang Bang (MLBB) bersama kreator konten Windah Basudara dan Luthfi Halimawan.

Lebih lanjut pada hari kedua, akan bergulir babak final untuk GT-Sim, Tekken7, dan Genshin Impact. Selain itu, bakal ada pula penampilan musik dari grup Vierratale dan kompetisi coswalk (cosplay).

Baca juga: 12 tim beradu pada seri ketiga Liga 1 Esport Nasional 2023
Baca juga: PB ESI berharap klub esport bisa melantai di bursa saham
Baca juga: Kisah sang penjaga jagat esport Indonesia
 Pewarta: Arnidhya Nur ZhafiraEditor: Junaydi Suswanto				COPYRIGHT © ANTARA 2023
",olahraga
Bruno keluar sebagai juara dunia balap endurance jetski Aquabike 2023,"
				Samosir (ANTARA) - Pembalap asal Prancis Jean Bruno Pastorello mengukuhkan dominasinya pada balap endurance jetski Aquabike 2023 dengan keluar sebagai juara dunia setelah menyelesaikan tiga sesi balapan yang berlangsung pada 22-24 November di Danau Toba, Sumatera Utara.

Pada acara penyerahan piala yang berlangsung di Waterfront City Pangururan, Kabupaten Samosir, Jumat, Bruno dinobatkan sebagai juara pada kategori balap ketahanan tersebut setelah mengoleksi sebanyak 154 poin, yang merupakan akumulasi dari tiga seri balapan.

Pada setiap seri balapan, seluruh peserta harus menuntaskan sebanyak dua race demi mengoleksi poin dan putaran sebanyak mungkin dalam durasi 30 menit per race.

Bruno sukses memenangkan dua dari tiga seri yang ia ikuti, yaitu saat berlaga di seri pertama Kabupaten Karo dan seri kedua Kabupaten Dairi.

Baca juga: Pembalap Prancis menangi balap endurance jetski Aquabike Karo 2023

Bruno mengawali balap endurance Aquabike di Pantai Sinalsal, Kabupaten Karo, dengan mendapat masing-masing 22 dan 25 poin, sehingga total meraih 47 poin, Rabu.

Lalu saat tampil di Pantai Tao Silalahi, Dairi, Kamis, Bruno kembali menaiki podium tertinggi dengan mencatatkan 20 poin pada race 1 dan 25 poin pada race 2, sehingga total mendapat 45 poin.

Namun pada penampilan seri ketiga di Samosir, performa pembalap kelahiran 9 Januari 1972 itu anjlok karena tak berhasil finis (DNF) race 1 dan hanya berhasil menyelesaikan satu putaran.

Pada race 2, Bruno kembali berlaga dengan kemampuan terbaiknya dan sukses menyelesaikan balapan dengan 21 putaran meski harus puas bertengger di posisi kedua.

Baca juga: Bruno kembali juarai kategori endurance di seri Aquabike Dairi

Akibat DNF pada race 1, maka Bruno hanya mengoleksi 22 poin yang didapat dari race 2 dan menjadi satu-satunya perolehan angka dari balapan hari ini.

Meski tak tampil maksimal pada di Samosir dan berbekal kemenangan pada dua seri sebelumnya, sudah cukup bagi Bruno untuk mengukuhkan keunggulannya pada Kejuaraan Dunia Aquabike kategori endurance.

Total 154 poin yang dikoleksi Bruno merupakan penggabungan dari tiga hasil balapan serta ditambah 40 poin transfer, yaitu angka yang didapat seluruh peserta berkat melakukan perjalanan menggunakan jetski masing-masing dari Samosir ke Karo dan Dairi melalui jalur air.

Peringkat kedua, diisi oleh Anthony Radetic asal Amerika Serikat dengan total 149 poin. Lalu pada posisi ketiga diduduki Rashed Aldawas asal Kuwait dengan perolehan 147 poin.

Baca juga: Kasza muncul sebagai pemenang baru pada endurance Aquabike di Samosir
Baca juga: Samosir nantikan bibit atlet jetski lokal usai ajang AquabikePewarta: Roy Rosa BachtiarEditor: Junaydi Suswanto				COPYRIGHT © ANTARA 2023
",olahraga
Kasza muncul sebagai pemenang baru pada endurance Aquabike di Samosir,"
				Samosir (ANTARA) - Pembalap jetski asal Hungaria Gyorgy Kasza muncul sebagai nama baru yang menyandang gelar juara pada balap endurance Kejuaraan Dunia Jetski Aquabike 2023 seri ketiga yang berlangsung di Waterfront City Pangururan, Kabupaten Samosir, Sumatera Utara, Jumat.

Kasza menyabet juara kategori endurance Aquabike di Samosir dengan mengoleksi angka penuh 50 poin, berbekal dari kemenangan pada dua race yang dimainkan dengan skor masing-masing 25 poin.

Pembalap bernomor punggung 15 itu menunjukkan kebolehannya pada seri balapan terakhir di kategori endurance dengan mengalahkan pesaing dari Amerika Serikat Anthony Radetic di posisi kedua, dan Rashed Al Tayer asal Uni Emirat Arab di posisi ketiga.

Pada dua seri endurance sebelumnya, Kasza tak memperlihatkan aksi menonjol. Saat tampil di seri pembuka di Karo, Rabu, Kasza mengakhiri balapan dengan berada di peringkat ke-4 dengan mengoleksi 34 poin.

Baca juga: Bruno kembali juarai kategori endurance di seri Aquabike Dairi

Namun pada seri kedua di Dairi, posisinya melorot jauh dengan berakhir di posisi ke-19 dengan nirpoin.

Baru lah pada seri penutup endurance di Samosir, Kasza tampil meyakinkan dengan melaju cepat sesaat race 1 dimulai. Ia meninggalkan lawannya dan menghabiskan durasi balap 30 menit dengan melakukan putaran sebanyak 20 lap.

Kasza mempertahankan dominasinya pada race 2 dengan kembali meraih kemenangan dan bahkan mampu menambah hasil putarannya menjadi 21 lap.

Dominasi Kasza pada dua race yang dimainkan tersebut, memastikan langkahnya menuju podium tertinggi tak terhalangi oleh pesaing lain.

Di bawah Kasza, ada Anthony yang menorehkan 38 total poin dan harus puas bertengger di peringkat kedua. Sedangkan Rashed juga menorehkan poin imbang dengan Anthony yaitu 38 poin.

Namun Rashed berada di bawah pembalap Amerika Serikat itu karena kalah jumlah lap dalam balapan hari ini. Anthony unggul tipis dengan menyelesaikan total 41 lap, sedangkan Rashed hanya 40 lap.

Baca juga: Markaio ingin cari ilmu pada ajang endurance Aquabike di Karo
Baca juga: Pemecahan rekor MURI Tari Cawan ramaikan agenda Aquabike di Dairi
Baca juga: Samosir nantikan bibit atlet jetski lokal usai ajang AquabikePewarta: Roy Rosa BachtiarEditor: Junaydi Suswanto				COPYRIGHT © ANTARA 2023
",olahraga
Marini enggan bocorkan tim yang akan menaunginya musim depan,"
				Jakarta (ANTARA) - Pembalap Luca Marini masih enggan membocorkan nama tim yang akan menaunginya pada MotoGP musim mendatang, menyusul rumor bahwa ia bakal hengkang dari Mooney VR46.

“Saya pikir beritanya akan segera datang, jadi tidak banyak hal yang bisa saya katakan saat ini. Kita lihat saja dalam beberapa hari ke depan,” kata Marini, dikutip dari keterangan resmi MotoGP, Jumat.

Adapun Marini sebelumnya dikabarkan akan pindah ke tim pabrikan Honda, menggantikan posisi Marc Marquez yang beralih ke tim satelit Ducati, Gresini Racing, bersama sang adik, Alex Marquez, musim depan.

Adik dari legenda MotoGP Valentino Rossi itu sebelumnya juga mengisyaratkan bahwa ia ingin membalap untuk tim pabrikan. Sejauh ini, kemungkinan terbesar untuk tim pabrikan memang berada di Honda, yang menyisakan satu kursi untuk tahun 2024 bersama Joan Mir.

“Ini selalu menjadi impian saya untuk berada di tim pabrikan dan membawa tim meraih kemenangan. Saya juga merasa saya bisa berkembang pesat di tim pabrikan,” kata Marini.

“Jadi menurut saya, ini adalah momen yang tepat. Ada peluang karena setelah keputusan Marc (Marquez) yang merupakan kejutan besar bagi semua orang… Ini yang bisa saya katakan untuk sekarang,” ujarnya menambahkan.

Baca juga: Bezzecchi dan Marini maksimalkan peluang di kualifikasi MotoGP Qatar

Jika Marini memang hengkang dari VR46, maka MotoGP Valencia akhir pekan ini juga sekaligus menandai balapan terakhirnya bersama tim tersebut dan rekannya, Marco Bezzecchi, yang dipastikan finis di P3 klasemen sementara musim ini.

Menurutnya, berada di VR46 merupakan hal yang penuh akan pengalaman dan kenangan berharga sepanjang kariernya di MotoGP.

“Saya telah berbagi momen terbaik dalam karier saya dengan tim ini dan saya ingin mengucapkan terima kasih kepada semua orang yang terlibat di tim ini. Saya menikmati setiap momen dan saya ingin lebih menikmatinya akhir pekan ini di Valencia,” ujar Marini.

Di sisi lain, dengan kosongnya satu kursi di VR46, ada kemungkinan juga bagi Fabio Di Giannantonio untuk mengisi kursi yang ditinggalkan oleh Marini. Sejauh ini, pemenang MotoGP Qatar 2023 itu juga masih belum memiliki kepastian mengenai masa depannya di kelas premier musim mendatang.

“(VR46) Adalah tim yang hebat. Pekerjaan mereka di balik layar sungguh luar biasa. Mereka selalu sangat bagus di setiap kelas (balap), dan itu akan menjadi pengalaman, tantangan yang luar biasa, dan sebuah kesempatan untuk belajar banyak hal,” kata Di Giannantonio.

QqBaca juga: Marini: Pemilihan ban yang tepat jadi kunci meraih podium di QatarPewarta: Arnidhya Nur ZhafiraEditor: Teguh Handoko				COPYRIGHT © ANTARA 2023
",olahraga
Pembalap Hungaria sanggup kalahkan Prancis di sesi pertama Samosir Cup,"

 









								ANTARA - Kategori endurance pada balap Jetski Aquabike 2023 Danau Toba ditutup dengan Samosir Cup pada (24/11) di Waterfront City Pangururan, Kabupaten Samosir. Agenda tersebut dimulai dengan nomor endurance putaran pertama yang dimulai pukul 10.30 WIB hingga 11.05 WIB. Di sesi pertama, Pembalap Hungaria Gyorgy Kasza berada di urutan pertama mengalahkan 22 pembalap yang berlomba. (Nabila Anisya Charisty/Syahrudin/Yovita Amalia/Hilary Pasulu)							
",olahraga
Pedro Acosta tak sabar untuk debut di MotoGP tahun 2024,"
				Jakarta (ANTARA) - Pembalap muda Pedro Acosta mengaku tidak sabar untuk mengakhiri perjalanannya di kelas balap Moto2 dan melakoni debutnya di kelas premier MotoGP tahun depan.

“Akan sulit untuk mengelola semua emosi, jadi saya mencoba fokus menikmati balapan terakhir saya di Moto2, bersama para penggemar dan tim, karena ini juga akhir pekan terakhir saya bersama mereka,” ungkap Acosta, dikutip dari keterangan resmi MotoGP, Jumat.

Hanya kurang dari tiga tahun dari debutnya di Moto3 dan Moto2 bersama tim Red Bull KTM Ajo, pembalap berusia 19 tahun itu ditempatkan oleh KTM di tim balap GASGAS Tech3 Factory Racing pada musim mendatang.

“Saya akan fokus pada hari Senin (27/11) untuk memahami lebih dalam bagaimana cara kerja tim MotoGP, dan bagaimana proyek KTM berjalan dalam satu arah,” kata Acosta.

“Memang memerlukan waktu untuk memikirkannya, tapi saya akan mencoba untuk menikmatinya, mengenal semua orang di tim, dan memahami cara mengendarai motor MotoGP ini,” ujar juara Moto2 2023 itu menambahkan.

Baca juga: Pedro Acosta juara dunia Moto3 di usia 17 tahun

Saat ditanya apa bagian yang paling membuatnya penasaran di MotoGP, Acosta mengatakan dirinya tidak sabar untuk mempelajari perbedaan antara tenaga (power), rem, hingga tim di kelas premier yang pastinya lebih besar dan kompleks daripada di tim kelas balap Moto2 dan Moto3.

“Saya ingin memahami cara kerja tim MotoGP, cara semua orang di tim bekerja, saya tahu KTM menempatkan banyak orang dari pabrikan di Tech3, dan saya pikir itu akan banyak membantu saya memahami cara berkendara dengan cepat,” kata Acosta.

Pembalap asal Spanyol itu menambahkan, dirinya banyak belajar saat bersama tim Red Bull KTM Ajo. Salah satu hal yang ia soroti adalah bagaimana untuk tetap bisa santai dan menikmati setiap balapan di tengah banyaknya tekanan yang menyertainya.

“Balapan itu akan terasa mudah jika kita santai saja… Saya masih sangat muda ketika tiba di sini, dan saya senang bisa merasakan emosi yang akan datang ini,” ujar Acosta.

Baca juga: Acosta menangi pertarungan ketat dengan Garcia di GP Styria
Baca juga: Acosta juarai GP Jerman, Indonesian Racing kehilangan podiumPewarta: Arnidhya Nur ZhafiraEditor: Teguh Handoko				COPYRIGHT © ANTARA 2023
",olahraga
Rins ungkap kondisi pascacedera membaik tapi masih butuh pemulihan,"
				Jakarta (ANTARA) - Pembalap LCR Honda Alex Rins mengungkapkan kondisi fisiknya pasca cedera dan operasi patah tulang saat ini telah membaik, namun, masih memerlukan pemulihan lebih lanjut agar ia kembali bugar dan bisa tampil maksimal di MotoGP musim mendatang.

“Setelah GP Australia, kami melakukan rontgen di Melbourne karena saya merasakan banyak nyeri otot di kaki saya. Sepertinya saya menderita hernia jadi kami langsung terbang ke Madrid untuk melakukan operasi untuk menghilangkan rasa sakit ini,” ungkap Rins, dikutip dari keterangan resmi MotoGP, Jumat.

Pembalap asal Spanyol itu mengatakan, ia juga sempat menjalani latihan di Montmelo untuk kembali beradaptasi berkendara di atas motor.

“Cukup menyenangkan, di Montmelo ada berbagai macam tikungan dan saya tidak merasakan sakit apa pun saat berkendara. Tapi, bagaimana pun ini adalah motor yang berbeda dengan motor MotoGP, tenaga dan remnya tidak sama, tapi itu adalah sesi uji coba yang baik,” ujar Rins.

Baca juga: Rins fokus pada pemulihan cedera demi comeback di MotoGP Mandalika
Baca juga: Rins puas bisa selesaikan Sprint meski belum pulih dari cedera

Juara MotoGP Amerika 2023 itu mengungkapkan, patah tulang yang ia derita berbeda dengan patah tulang pada umumnya. Untuk mencapai kondisi fisik yang prima, tim medis Rins menyebut waktu pemulihan yang ideal adalah sembilan hingga 10 bulan lamanya.

“Dan saat ini saya sudah sedikit merasakan rasa sakit, terutama di siang hari. Saya juga bisa berjalan dengan baik. Saya pikir langkah selanjutnya adalah kembali berada di atas motor,” kata dia.

Di sisi lain, MotoGP Valencia akhir pekan ini juga menjadi balapan penutup bagi Rins bersama tim LCR Honda, mengingat ia akan pindah ke tim pabrikan Yamaha pada musim mendatang.

“Akhir pekan ini adalah untuk dinikmati, dan merupakan ucapan selamat tinggal untuk LCR. Ini adalah tim yang luar biasa, kami mengalami musim yang sangat sulit karena cedera saya, tapi kami meraih hasil bagus di AS untuk meraih kemenangan, jadi saya ingin menikmati GP terakhir ini,” kata Rins.

Ia pun mengaku tidak sabar untuk melakukan debutnya bersama Yamaha dalam waktu dekat. Menurutnya, ini akan menjadi tantangan baru baginya, namun juga sekaligus memicu semangatnya untuk tampil lebih baik musim depan.

“Saya tak sabar untuk itu. Ini adalah tantangan besar. Ini akan sulit tetapi saya sudah pernah melakukannya tahun lalu (pindah dari Suzuki ke Honda),” ujar dia.

Baca juga: Cedera belum pulih, Rins mundur dari MotoGP JepangPewarta: Arnidhya Nur ZhafiraEditor: Teguh Handoko				COPYRIGHT © ANTARA 2023
",olahraga
Shanghai perdana jadi tuan rumah Formula E pada 2024,"
				Jakarta (ANTARA) - Kota Shanghai di China resmi akan menjadi tuan rumah dari ajang balap mobil listrik Formula E untuk kali pertama pada Mei 2024.

“Merupakan suatu kehormatan tersendiri bagi Formula E untuk menggelar balapan pertama di Shanghai pada Mei mendatang,” kata CEO Formula E Jeff Dodds dalam keterangan resmi yang diterima pada Jumat.

Adapun Sirkuit Internasional Shanghai bakal menyambut para pembalap dunia dengan double-header yang berlangsung pada 25 dan 26 Mei tahun depan.

Balapan pertama Formula E di China diadakan di Beijing pada bulan September 2014. Sejak itu, China telah menyelenggarakan tujuh balapan mobil ramah lingkungan tersebut, termasuk di Sanya dan Hong Kong, dengan yang terakhir pada bulan Maret 2019.

“Kami akan menandai sepuluh tahun sebagai olahraga motor yang terus mendobrak batasan, termasuk menyelenggarakannya di Shanghai, mengingat China merupakan pemimpin global dalam pengembangan dan adopsi kendaraan listrik,” ujar Dodds.

Sependapat, Ketua Tim ERT Alex Hui mengatakan pihaknya antusias untuk musim mendatang, dimana mereka akan melakoni balapan di rumah sendiri.

“Sebagai tim China yang telah menjadi bagian dari Kejuaraan Dunia Formula E sejak awal, kami sangat bersemangat untuk berkompetisi dalam balapan kandang kami,” kata Hui.

“Semua orang di tim sudah bekerja keras untuk musim baru dan saya tahu pembalap kami Dan Ticktum dan Sérgio Sette Câmara berkomitmen untuk melakukan yang terbaik untuk fans lokal. Mereka sudah berada di simulator untuk berlatih di sirkuit Shanghai yang menantang,” imbuhnya.

Sementara itu, musim kesepuluh dari Formula E akan dimulai di Mexico City pada 13 Januari. Sebelum menjalani musim kejuaraan, para pembalap melakoni uji coba di sirkuit Valencia, Spanyol pada 23-27 Oktober ini.

Selain itu, Jakarta tidak masuk dalam kalender Kejuaraan Dunia Formula E ABB FIA musim mendatang karena bersamaan waktunya dengan masa Pemilihan Umum (Pemilu) 2024.

Menurut keterangan resmi Formula E, Oktober, Jakarta dicoret dari kalender balapan musim kesepuluh itu karena pada balapan yang direncanakan digelar pada 8 Juni 2024 di Sirkuit Internasional E-Prix Ancol tersebut bertabrakan dengan masa Pemilu 2024.

Baca juga: Tim balap dunia ungkap tantangan Formula E di Jakarta
Baca juga: Alberto selaku CCO paparkan alasan balap Formula E digelar dua kaliPewarta: Arnidhya Nur ZhafiraEditor: Teguh Handoko				COPYRIGHT © ANTARA 2023
",olahraga
