Judul Artikel,Kalimat Artikel,Jenis Berita
Legendaris! Gudeg Mbok Lindu yang Lezatnya Langgeng 83 Tahun,"Yogyakarta-Gudeg Mbok Lindu menjadi ikon kuliner legendaris di Kota Jogjakarta. Warung gudeg ini sudah buka sejak 1940 dan kini telah diwariskan ke generasi kedua.Warung Gudeg Mbok Lindu terletak di Jalan Sosrowijayan No 41-43, Sosromenduran, Gedong Tengen, Jogja. Pantauan detikJogja, Jumat (24/11/2023), warung ini tampak ramai pengunjung yang ingin menyantap gudeg legendaris ini.Warung Gudeg Mbok Lindu tempatnya tak terlalu luas. Tampak beberapa pembeli menyantap pesanan sambil duduk di kursi dan meja yang tersedia.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTGenerasi kedua Gudeg Mbok Lindu sekaligus anak ketiga Mbok Lindu, Ratia (54 tahun) mengatakan awalnya Gudeg Mbok Lindu tidak memiliki tempat jualan yang menetap. Mbok Lindu dulunya hanya berjualan keliling dari rumah ke rumah untuk menawarkan dagangannya.",Food
Klarifikasi Kiki dan Belinda MCI soal Potong Daging di Grand Final,"Jakarta-Disebut tak pantas jadi juara lantaran tak bisa memotong daging, Belinda dan Kiki menceritakan apa yang sebenarnya terjadi. Begini klarifikasinya!MasterChef Indonesia (MCI) telah menemukan juara. Belinda mendapat juara 1 dan Kiki mendapat juara 2. Namun, netizen justru tak terima dengan penobatan juara tersebut.Banyak yang beranggapan bahwa Kiki lebih pantas mendapatkan juara 1 ketimbang Belinda. Apalagi saat grand final, Belinda tampak kesulitan memotong daging hingga dibantu oleh Kiki.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTDari hal tersebut banyak spekulasi yang menyebutkan ajang memasak tersebut sebagai acara 'settingan'.",Food
"Tentrem White Coffee Sido Muncul, Inovasi Kopi 3in1 Kualitas Bintang 5","Jakarta-Sido Muncul kini memiliki varian produk kopi premium terbaru. Tentrem White Coffee namanya, yang diluncurkan beberapa waktu lalu di Hotel Tentrem Semarang.Minuman serbuk kopi instan 3 in 1 ini terbuat dari biji kopi pilihan, dengan kualitas rasa white coffee khas Semarang yang kualitasnya tak kalah dari produk-produk luar negeri.Direktur Sido Muncul Irwan Hidayat mengatakan Tentrem White Coffee merupakan langkah baru bagi Sido Muncul dalam menapaki bisnis food and beverage. Pihaknya melihat peluang seiring dengan meningkatnya budaya 'ngopi' di Indonesia.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENT""Sido Muncul kan awalnya hanya membuat produk jamu, kemudian kami kembangkan terus tak hanya produk jamu saja, tapi merambah ke food supplement dan minuman kesehatan, sekarang kami membuat produk kopi premium White Coffee,"" ujar Irwan dalam keterangan tertulis, Kamis (30/11/2023).Baca juga:Sido Muncul Kenalkan Tentrem White Coffee, Kopi Lokal Berkualitas PremiumDalam hal ini, Sido Muncul bekerja sama dengan Hotel Tentrem menghadirkan minuman kopi premium dan berkualitas bintang lima yang memiliki aroma terbaik dan rasa yang enak. Dengan takaran 35 gr membuat cita rasa Tentrem White Coffee semakin nikmat.Irwan berharap kehadiran produk baru Tentrem White Coffee dapat diterima di hati masyarakat. ""Ke depannya, Sido Muncul akan terus mengembangkan produk herbal, terutama yang dapat menjaga daya tahan tubuh serta mengatasi panas dalam, masuk angin, dan pegal linu,"" katanya.Diketahui produk kopi yang telah diproduksi Sido Muncul sebelumnya adalah Kopi Jahe Sido Muncul, Kopi Jahe RG (Rendah Gula) Sido Muncul, dan Kuku Bima Kopi Ginseng.",Food
"Bukan Bunga, 5 Pengantin Ini Bawa Buket Makanan yang Unik","Jakarta-Pengantin wanita biasanya membawa buket bunga yang dihias cantik. Berbeda dengan 5 pengantin berikut yang memilih buket dengan tema makanan.Jika dulu buket bunga yang cantik diminati oleh pengantin wanita. Kini buket bertema makanan menjadi hal unik yang kerap dibawa oleh pengantin wanita di berbagai negara.Buket itu dikreasikan dengan beragam jenis makanan. Beberapa pengantin ada yang membawa buket berupa bawang merah, ayam goreng, hingga donat.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTBaca juga:Bukan Bunga, Pengantin Ini Jadikan Bawang Merah Sebagai Buket PernikahanBerikut 5 pengantin yang membawa buket makanan:1. Buket Bawang MerahPengantin di Filipina membawa buket bawang merah di pesta pernikahan.",Food
"Kamboja Green House, Kafe Bernuasa Bali yang Pernah Disinggahi Menteri - Politisi","Jakarta-Sulit mempercayai di kawasan Sasak Panjang, Kabupaten Bogor yang relatif sunyi ada kafe bernuansa Bali yang asri. Kafe dan resto Kamboja Green House, namanya.Toh begitu, kafe yang dipenuhi aneka pepohonan rimbun ini pernah dikunjungi Menteri Pariwisata dan Ekonomi Kreatif Sandiaga Uno. Selain itu politisi senior Fadly Zon hingga penyanyi kini lebih aktif berdakwah, Neno Warisman pernah singgah dan bersantap di kafe dan resto tersebut. ""Kopi Kambojanya terbaik, Saladnya segar, Nasi Balinya sedap. Nuansa Bali?",Food
"Sedih! 35 Tahun Beroperasi, Restoran Populer di Hong Kong Ini Akan Tutup","Jakarta-Kabar buruk datang dari salah satu restoran populer di Hong Kong. Restoran yang telah beroperasi selama 35 tahun ini mengabarkan akan menutup gerai dan gedungnya disewa Rp 95 M!Seiring berjalannya waktu, banyak bisnis restoran legendaris yang memutuskan untuk menutup pintu selamanya. Penutupan bisnis kuliner ini bisa disebabkan oleh sejumlah faktor, mulai dari biaya sewa tempat mahal, jumlah pengunjung menurun, pemilik ingin pensiun, atau faktor lainnya.Bagi pelanggan setia, kabar penutupan ini tentu menyedihkan. Namun, setiap bisnis kuliner pasti punya alasan tersendiri menutup gerainya.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTBelum lama ini, kabar buruk pun datang dari sebuah restoran di Hong Kong. Ma Sa Restaurant diketahui telah menjadi salah satu 'Cha Chaan Teng' atau kafe ala Hong Kong yang disukai banyak orang.",Food
Unik! 5 Pengantin Ini Pilih Menu yang Tak Biasa untuk Pernikahannya,"Jakarta-Pesta pernikahan biasanya dimeriahkan dengan makanan prasmanan yang lezat, beberapa pengantin ini punya menu menarik. Ada yang pilih makanan cepat saji.Pesta pernikahan menjadi salah satu acara terbesar yang akan dilakukan dalam seumur hidup. Dekorasi yang megah, pakaian yang indah, hingga makanan yang lezat untuk menjamu tamu yang hadir harus dipersiapkan dengan matang.Biasanya para pengantin akan memilih makanan dalam bentuk prasmanan guna memudahkan tamu mengambil makanan sesuai seleranya. Tetapi ada beberapa pengantin yang justru menyajikan makanan-makanan di luar ekspektasi.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTBeberapa kisah pengantin berhasil viral lantaran menyajikan makanan cepat saji dalam pesta pernikahannya. Alasannya beragam, mulai dari makanan favorit pengantinnya hingga alasan-alasan unik lainnya.Baca juga: 5 Tips Berhenti Minum Kopi Tanpa Sakit Kepala, Contek Yuk!Berikut ini 5 pernikahan dengan hidangan makanan yang unik:Pasangan menikah sajikan ayam goreng KFC.",Food
Slurp! 5 Iga Garang Asem yang Empuk Segar Ada di Sini!,"Jakarta-Iga garang asem bisa menjadi pilihan makan siang yang menyegarkan. Daging iga empuk dengan kuah gurih segar itu bisa ditemui di 5 tempat ini.Jika bosan dengan menu ayam, kamu bisa beralih ke olahan daging-dagingan. Salah satu yang cocok untuk dinikmati siang hari adalah olahan iga sapi garang asem.Garang asem sendiri merupakan hidangan daging berkuah Jawa Tengah. Terbuat daging sapi bagian sandung lamur atau iga atau sengkel. Rasanya dominan asam dengan sentuhan pedas.",Food
Duh! Bocah Ini Dilarikan ke Rumah Sakit Usai Makan Tokek Goreng,"Jakarta-Bocah berusia sebelas tahun ini harus dilarikan ke rumah sakit usai karena tercemar bakteri. Gegara ia menyantap tokek goreng yang dimasak oleh ibu tirinya.Tokek termasuk reptil yang sering disebut sebagai cicak besar yang memiliki corak dan warna kulit yang cerah. Sama seperti daging reptil lainnya, konsumsi daging tokek masih menimbulkan pro dan kontra. Ada yang menyebutnya berbahaya dan sebaliknya.Baru-baru ini di Brazil ada seorang bocah laki-laki yang jatuh sakit setelah dia menyantap daging tokek yang digoreng. Dilansir dari DailyMailUK (29/11), bocah yang namanya tak disebutkan ini mengalami muntah-muntah hingga lemas usai menyantap tokek.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTDuh!",Food
"Resep Tumis Kangkung Bumbu Tauco, Renyah Segar Untuk Lauk Makan Siang","TentangBahanLangkahJakarta-Meskipun murah meriah, kangkung juga kaya nutrisi. Enak ditumis dengan bumbu tauco yang asin gurih dengan tambahan cabe yang pedas menyengat.Salah satu sayuran yang populer karena harganya terjangkau adalah kangkung. Kangkung bisa diolah gaya rumahan hingga restoran. Seperti tumis kangkung yang populer dan digemari banyak orang.Yang satu ini memakai paduan irisan daging sapi hingga rasanya jadi gurih enak. Sementara bumbunya memakai bawang, tauci dan cabe.",Food
"5 Racikan Kopi Unik ala Kopitiam, Suka yang Mana?","Jakarta-Selain kafe, kamu juga bisa menikmati segelas kopi di kopitiam. Namun, racikan dan sebutan kopi yang ditawarkan kopitiam cukup unik. Mulai dari kopi O hingga kopi peng!Menikmati hari sambil menyeruput secangkir kopi tidak hanya bisa dilakukan di kafe atau kedai kopi kekinian. Kamu juga bisa menikmatinya di kopitiam.Budaya minum kopi di kopitiam sendiri sudah lama populer di negara-negara Asia Tenggara. Kopitiam bisanya memiliki konsep yang lebih sederhana dan tradisional.",Food
Resep Tumis Kerang Bumbu Cabe dan Kemangi yang Pedas Sedap Rasanya,"TentangBahanLangkahJakarta-Kerang putih yang berdaging kenya gurih semakin enak ditumis dengan bumbu cabe. Aromanya semakin harum dengan tambahan daun kemangi segar.Kerang sangat banyak jenisnya. Yang umum diolah adalah kerang putih, kerang dara dan kerang hijau. Daging kerang yang kenyal gurih cocok dipadukan dengan bumbu cabe dan rempah.Kerang putih yang gurih bisa diolah dengan bumbu cabe yang pedas menyengat sehingga rasanya makin sedap menyengat. Ditambah daun kemangi segar, aromanya jadi harum tanpa anyir.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTGunakan hanya kerang segar atau hidup agar tak beraroma anyir tetapi gurih enak.",Food
Ini Waktu Tepat Rebus Telur hingga Penjual Bubur dari Tambun,"Jakarta-Ada waktu ideal merebus telur sampai matang. Ada juga netizen yang membagikan cara nyetok nasi beku hingga penjual bubur berasal dari Tambun.Telur menjadi salah satu bahan makanan yang bisa diolah menjadi apa saja. Proses masak telur pun beragam, salah satunya direbus. Saat merebus telur, sebenarnya ada durasi waktu yang tepat sampai telur itu matang sempurna.Nasi menjadi salah satu makanan pokok orang Indonesia. Umumnya, orang Indonesia memasak nasi setiap hari di magic com.",Food
3 Resep Jamur Goreng Tepung yang Renyah Gurih dan Juicy,"Jakarta-Jamur yang kaya protein juga enak dibuat gorengan. Dilapisi adonan tepung lalu digoreng kering. Dari jamur enoki, shitake dan jamur kancing yang segar.Jamur merupakan salah satu jenis sayuran yang ada sepanjang musim dengan harga terjangkau. Selain serat dan vitamin, jamur juga kaya mineral dan rasanya segar juicy dan umami.Selain ditumis, jamur juga enak digoreng dengan lapisan tepung. Seperti jamur shitake dibuat tempura yang renyah.",Food
Sueger! Soto Bu Harini di Pasar Gede Solo yang Legendaris,"Solo- Sarapan nasi soto di Solo, Jawa Tengah patut dicoba. Banyak penjual nasi soto daging sobening yang bisa dikunjungi. Salah satunya Soto Bu Harini di Pasar Gede.",Food
"12 Makanan Penurun Kolesterol yang Mudah Didapat, Patut Dicoba!","Jakarta-Kolesterol yang tinggi memicu berbagai penyakit, salah satunya jantung. Pola makan yang buruk menjadi salah satu penyebab kolesterol dalam tubuh tidak terkontrolSehingga, konsumsi makanan penurun kolesterol dibutuhkan untuk menghindari risiko yang tidak diinginkan. Simak berbagai makanan penurun kolesterol berikut ini.12 Makanan Penurun KolesterolBeberapa makanan sehat berikut ini dapat membantu menurunkan kadar kolesterol jahat. Ada kacang-kacangan serta aneka buah dan sayur.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENT1. Kacang-kacanganKacang kacangan mengandung banyak serat, mineral dan protein.",Food
"5 Tips Berhenti Minum Kopi Tanpa Sakit Kepala, Contek Yuk!","Jakarta-Saat ingin berhenti minum kopi biasanya ada beberapa gejala yang tak nyaman. Ternyata begini tips aman untuk berhenti konsumsi kopi tanpa efek samping.Ketika sudah terlalu banyak kafein tubuh tak akan lagi mempan dengan efek kafein yang konon membantu produksi tenaga atau menahan kantuk. Untuk mengembalikannya, dibutuhkan proses pembersihan kafein dari dalam tubuh.Tetapi berhenti mengonsumsi kopi dengan cara yang salah juga dapat memberikan efek negatif lainnya. Gangguan seperti sakit kepala, tubuh terasa lemah, dan gejala fisik lainnya bisa dialami tepat setelah berhenti mengonsumsi kopi.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTTernyata ada beberapa tips yang diberikan ahli bagi orang-orang yang ingin mengurangi asupan kafein ke dalam tubuhnya. Tips ini dinilai lebih ampuh dan minim efek samping negatif terutama seperti sakit kepala.Baca juga: Kecewa!",Food
"Salad Buah Menyehatkan, Ini 3 Paduan Buah Racikannya","Jakarta-Buah-buahan segar bisa diracik menjadi salad buah yang enak. Kalau ingin merasakan manfaat sehat salad buah, bisa meracik dengan paduan buah berikut ini.Salad tak hanya terbuat dari paduan sayuran saja, tapi bisa juga dari buah-buahan segar. Salad buah ini bisa menjadi alternatif camilan yang menyehatkan tubuh.Hal ini dikarenakan kandungan nutrisi pada buah yang memang terbukti menyehatkan. Di antaranya ada vitamin, serat, dan mineral.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTJadi salah satu camilan sehat, sayangnya ada beberapa kreasi salad buah yang justru mengandung banyak kalori dan lemak. Seperti racikan salad buah yang populer di Indonesia dengan tambahan susu kental manis dan keju parut melimpah.Dalam membuat salad buah juga harus mempertimbangkan beragam tekstur, rasa, dan manfaat dari buah-buahan yang dipakai.",Food
Kocak! Pelanggan Ini Ketakutan Makanannya Pakai Sayur dan Beri Tulisan Ini,"Jakarta-Gegara tak suka sayur, seorang pelanggan menuliskan catatan kocak. Ia yang ketakutan sampai memohon-mohon untuk tak ditambahkan sayur ke dalam makanannya.Selera makan seseorang berbeda-beda dengan orang lainnya. Ada yang menyukai rasa pedas ada juga yang tak tahan pedas, begitu pula dengan orang-orang yang menyukai sayur dan ada pula mereka yang menyukai sayur.Tak hanya anak-anak banyak juga orang dewasa yang tak menyukai sayur dan enggan memakan makanan yang telah tersentuh sayuran. Konon rasanya pahit merusak rasa makanan yang seharusnya terasa lezat di lidah.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTSeorang pegawai restoran menceritakan kejadian kocak yang dialaminya saat bertemu pelanggan yang tak doyan sayur. Saking ketakutannya ada sebuah catatan kocak yang diimbuhkan dalam nota pemesannya ini.Baca juga:Unik!",Food
10 Makanan Ini Dipilih Jadi Makanan Terenak di Asia Versi Turis,Jakarta- Banyak turis internasional setuju bahwa Asia punya banyak makanan enak yang beragam. Dilansir dari Bring Me berikut 10 makanan yang disebut paling enak di Asia.,Food
"Warung Bakso Tanjung Anom Surabaya Legendaris, Favorti Ari Lasso",Surabaya-Pencinta bakso wajib mampir di warung Bakso Tanjung Anom. Baksonya empuk juicy dengan kaldu bening gurih. Juga tersedia aneka es campur yang manis segar.Mungkin penggemar bakso sudah tak asing dengan warung bakso satu ini. Warung yang lebih dikenal dengan Es Teler Tanjung Anom dan Baso Daging Sapi Surabaya.Warung Bakso Tanjung Anom ternyata sudah menjadi langganan Ari Lasso sejak masih duduk di bangku sekolah menengah pertama (SMP). Ia juga pernah mengajak Armand Maulana mencoba bakso ini.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTBaksonya besar dengan tekstur kenyal dengan rasa daging yang kuat.,Food
Pelanggan Ini Tuntut Restoran Gegara Temukan Jari Manusia Dalam Salad,"Jakarta-Memesan seporsi salad, pelanggan ini merasa ada yang aneh dengan makanannya. Ia menuntut restorannya setelah merasa mengunyah jari manusia.Menyajikan makanan untuk orang lain memerlukan ketelitian yang tinggi. Apalagi jika bekerja di restoran dan bertugas untuk menyajikan makanan pesanan pelanggan.Kunci utama menyajikan makanan tidak hanya mengutamakan rasanya tetapi juga kualitas dan kebersihannya. Gegara insiden mengerikan seorang wanita sampai menuntut sebuah restoran.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTIa yang mengenali komponen dari pesanan salad yang seharusnya suatu hari mendapatkan ada bahan asing. Setelah diinvestigasi ternyata ada kontaminasi benda menjijikkan yang tak seharusnya masuk ke dalam makanan.Baca juga:Kocak!",Food
Jangan Kalap! Ini 4 Tips Makan Sehat di Pesta Kawinan,"Jakarta-Saat datang ke pesta pernikahan, jamuan makan tak dilewatkan oleh tamu undangan. Agar makan tidak kalap, perhatikan beberapa tips makan sehat ini.Jamuan makan menjadi salah satu yang paling diperhatikan oleh pasangan pengantin di hari bahagia mereka. Hal ini dilakukan agar para tamu turut merasakan bahagia.Biasanya pasangan pengantin akan menyediakan jamuan makan dalam bentuk prasmanan. Beberapa gubuk makanan juga disiapkan untuk hidangan pelengkap.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTPara tamu undangan biasanya langsung mengantre ke beberapa gubuk makanan yang menunya istimewa. Seperti menu kambing guling, dim sum, zuppa soup, dan lainnya.",Food
Kenapa Obat Antibiotik Harus Dihabiskan?,"Pengguaan antibiotik tak bisa sembarang. Obat tersebut harus dihabiskan sesuai resep dokter. Apa alasannya seseorang harus mengonsumsinya sampai habis? Ini jawaban dari Ketua Umum Ikatan Apotekre Indonesia, apt. Noffrendri, S.Si",Health
Penyebab Kehamilan Ektopik dan Gejala yang Dirasakan,Daftar IsiApa Itu Kehamilan Ektopik?Penyebab Kehamilan Ektopik1. Pilihan Alat kontrasepsi2. Merokok3. Riwayat Kehamilan Ektopik Sebelumnya4. Peradangan atau Infeksi Menular Seksual5.,Health
"Kesalahan Mengonsumsi Obat Antibiotik yang Sering Ditemui, Perhatikan Dampaknya!",Kesalahan pada kebiasaan minum obat antibiotik dapat menyebabkan resistensi antimikroba yang dapat membuat obat antibiotik dan obat antimikroba lainnya menjadi tak lagi efektif dalam mengobati infeksi. Berikut beberapa kesalahan yang kerap ditemui di masyarakat.,Health
Pemerintah Korsel Bikin Perjodohan Massal Demi Genjot Angka Kelahiran,Korea Selatan- Pemerintah Korea Selatan menggelar acara perjodohan bagi warganya yang masih lajang. Hal itu bagian dari upaya meningkatkan angka kelahiran.,Health
Kemenkes Jawab Tingkat Fatalitas Pneumonia 'Misterius' yang Melanda China,"Kemenkes memperingatkan wabah pneumonia mycoplasma pada anak yang meningkat di China Utara, mengingatkan untuk semua petugas bidang kesehatan siap siaga. Direktur Pencegahan & Pengendalian Penyakit Menular Kemenkes mengatakan fatalitas atau angka kematian tidak tinggi.",Health
"5 Tanda Suami Merasa Puas Setelah Berhubungan Intim, Kenali Gelagatnya",Daftar IsiTanda-tanda Suami Puas Setelah Berhubungan Intim1. Bermesraan Setelah Bercinta2. Sering Bercumbu di Luar Tempat Tidur3. Mengerang saat Bercinta4. Lebih Inisiatif soal Seks5.,Health
Bocah 10 Tahun Tewas Terinfeksi Amoeba Pemakan Otak usai Berenang,"Jakarta-Seorang anak di Kolombia bernama StefanÃ­a Villamizar GonzÃ¡lez (10) meninggal dunia setelah terinfeksi amoeba pemakan otak yang langka. Kejadian itu terjadi setelah ia bermain di sebuah kolam renang.Momen tersebut berawal pada bulan Juni 2023, ketika ia bersama keluarganya berlibur ke Santa Marta. Saat itu ia mengalami gejala seperti sakit pada telinga, demam tinggi, dan muntah dua hari pasca liburan.Gejala yang dialami Stefania sempat mereda ketika ia kembali ke rumah. Namun dua pekan berselang ia mengalami kesulitan bangun dari tempat tidur dan mulai kejang-kejang.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTStefania lalu dilarikan ke rumah sakit dan meninggal tiga minggu kemudian setelah kedatangannya. Tim dokter yang menyelidiki kematiannya menuturkan bahwa 95 persen penyebab kematiannya disebabkan oleh amoebic encephalitis.",Health
Dokter Ungkap Gejala Diabetes yang Kerap Muncul di Malam Hari,"Jakarta-Diabetes adalah penyakit kronis yang mempengaruhi bagaimana tubuh memproses makanan menjadi energi. Tubuh memecah sebagian besar makanan yang dikonsumsi menjadi glukosa atau gula dan melepaskannya ke aliran darah.Ketika kadar gula darah naik, ini akan memberikan sinyal pada pankreas untuk melepaskan insulin. Insulin memegang peranan untuk menjadikan gula darah masuk ke dalam sel tubuh sebagai energi.Ketika seseorang mengidap diabetes, tubuh tidak memproduksi insulin dalam kadar yang cukup atau tidak bisa memanfaatkan insulin sebagaimana mestinya. Saat tidak cukup insulin atau sel tubuh berhenti memberikan respons terhadap insulin, ini akan menjadikan kadar gula darah yang mengendap di aliran darah terlalu tinggi.Seiring berjalannya waktu, kondisi ini bisa menyebabkan permasalahan kesehatan yang serius, seperti kerusakan hati, kehilangan penglihatan, dan gangguan ginjal.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTSpesialis penyakit dalam dari Rumah Sakit Umum Pusat Nasional Dr Cipto Mangunkusumo (RSCM), dr Randy Nusrianto SpPD mengatakan, diabetes awalnya memang tak memicu gejala apapun, sehingga membuat pengidapnya tak menyadari dan tak melakukan pengobatan sejak dini.Baca juga:Muncul Pneumonia 'Misterius', Kemenkes Perketat Pengawasan Perjalanan dari ChinaImbasnya, kadar gula darah di dalam tubuh akan meningkat signifikan lantaran tak mendapat pengobatan yang cepat. Kondisi inilah yang dapat memicu munculnya gejala.",Health
Pneumonia 'Misterius' di China Picu Pandemi? Ini Kata Kemenkes,Kementerian Kesehatan mengatakan soal kasus pneumonia 'misterius' di China disebabkan oleh mycoplasma. Direktur Pencegahan & Pengendalian Penyakit Menular Kemenkes sebut mycoplasma ada bakteri dengan masa inkubasi yang panjang.,Health
"Kasus Pneumonia 'Misterius' di China, Kemenkes Minta Fasyankes Siap-siap","Kemenkes bersiaga menyusul laporan adanya kasus pneumonia 'misterius' yang menyerang anak-anak di China. Sebagai bentuk kesiapsiagaan, Kemenkesd terbitkan Surat Edaran Nomor: PM.03.01/C/4632/2023 tentang Kewaspadaan Terhadap KejadianÂ Mycoplasma Pneumonia di RI.",Health
Potret RS di China Penuh Sesak Pasien Pneumonia 'Misterius',China- China kembali disorot setelah kasus pneumonia misterius muncul dan menyerang anak-anak beberapa waktu terakhir. Bahkan rumah sakit mulai padat dan kewalahan.,Health
"Waspada Pneumonia, Kemenkes Minta Semua Jajaran Kesehatan Siaga","Jakarta-Kementerian Kesehatan RI (Kemenkes) meminta semua jajarannya siaga menyusul laporan Organisasi Kesehatan Dunia (WHO) telah terjadi peningkatan kasus undefined pneumonia yang menyerang anak-anak di China Utara. WHO mempublikasikan adanya sinyal undiagnosed pneumonia di ProMed pada 22 November 2023.Belum diketahui secara pasti penyebab penyakit yang menyerang sistem pernafasan ini. Namun, berdasarkan laporan epidemiologi, terjadi peningkatan kasus mycoplasma pneumoniae sebesar 40 persen. Mycoplasma merupakan penyakit penyebab umum infeksi pernapasan sebelum COVID-19.Sejak Mei 2023, kasus rawat jalan dan rawat inap pada anak karena mycoplasma pneumoniae juga dilaporkan meningkat. Kemudian pada Oktober 2023, angka kesakitan akibat respiratory syncytial virus (RSV), adenovirus, dan influenza juga sempat naik bulan lalu, meski saat ini telah turun.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTSebagai bentuk kesiapsiagaan pemerintah dalam mengantisipasi penularan pneumonia di Indonesia, Kemenkes RI melalui Direktorat Jenderal Pencegahan dan Pengendalian Penyakit (Dirjen P2P) bergerak cepat dengan menerbitkan Surat Edaran Nomor: PM.03.01/C/4632/2023 tentang Kewaspadaan Terhadap Kejadian Mycoplasma Pneumonia di Indonesia.Surat Edaran Kewaspadaan Terjadinya PneumoniaSurat edaran yang terbit pada tanggal 27 November 2023 ini ditujukan kepada seluruh Kepala Dinas Kesehatan Provinsi, Kepala Dinas Kesehatan Kabupaten/Kota, Direktur/Kepala Rumah Sakit, Kepala Kantor Kesehatan Pelabuhan dan Kepala Puskesmas di Indonesia.Baca juga:Kemenkes soal Pneumonia 'Misterius' di China: Masa Inkubasi LamaDirjen P2P Kemenkes RI Maxi Rein Rondonuwu mengatakan penerbitan surat edaran tersebut bertujuan mengantisipasi penyebaran pneumonia di Indonesia.Dalam surat edaran itu, Maxi meminta Kantor Kesehatan Pelabuhan (KKP) untuk melakukan pemantauan perkembangan kasus dan negara terjangkit di tingkat global serta meningkatkan kewaspadaan dini dengan melakukan pemantauan kasus dicurigai pneumonia.Lebih lanjut, Maxi juga meminta KKP untuk meningkatkan pengawasan terhadap orang (awak, personel, dan penumpang), alat angkut, barang bawaan, lingkungan, vektor, binatang pembawa penyakit di pelabuhan, bandar udara dan pos lintas batas negara, terutama yang berasal dari negara terjangkit.Kepada KKP dan fasilitas pelayanan kesehatan (fasyankes) di daerah diminta untuk melakukan surveilans ketat dengan memantau peningkatan kasus di wilayah.",Health
"Wolbachia Dianggap Ampuh Tekan DBD, Kemenkes Ekspansi ke 5 Kota","Jakarta-Kasus Dengue masih menjadi masalah di Indonesia. Hingga pada tahun 2023, tercatat 76.449 kasus dan 571 kematian dari Januari-November. Meskipun jumlah kasus menurun dibanding tahun sebelumnya, masih terdapat kasus kematian per tahunnya. Pada tahun 2022, terdapat 143.300 kasus dan 1.236 kematian, dengan kelompok umur 5-14 tahun memiliki kematian tertinggi.Di Indonesia, sejumlah inovasi telah diterapkan untuk mengurangi penyebaran dengue, khususnya untuk mengurangi angka kematian dan mencapai target eliminasi dengue pada tahun 2030. Salah satu inovasi yang diterapkan oleh pemerintah untuk mengurangi penularan dengue adalah pemanfaatan teknologi nyamuk yang mengandung bakteri wolbachia.Direktur Jenderal Pencegahan dan Pengendalian Penyakit Kemenkes Maxi Rein Rondonuwu menegaskan penyebaran nyamuk ber-wolbachia dipastikan aman, karena telah melalui proses penelitian yang cukup panjang dengan turut melibatkan banyak ahli.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENT""Penerapan teknologi nyamuk ber-wolbachia sudah melalui kajian dan analisis risiko dengan melibatkan 25 peneliti top Indonesia, dan hasilnya bagus, sudah diujicobakan di Yogyakarta sekitar 5-6 tahun lalu dan hasilnya sangat menggembirakan"" kata Maxi dalam keterangan tertulis, Rabu (29/11/2023).Baca juga:Pro Kontra Nyamuk Wolbachia, Wakil Ketua Komisi IX: Saya Digigit Berulang KaliHal itu Maxi ungkapkan saat dirinya menjadi pembicara dalam temu media bertajuk 'Mengatasi DBD dengan Wolbachia', pada Jumat (24/11) lalu.Diketahui, teknologi tersebut pada prinsipnya memanfaatkan bakteri alami Wolbachia yang banyak ditemukan pada 60% serangga.",Health
6 Ciri-ciri Batu Ginjal yang Harus Diwaspadai sejak Dini,Daftar IsiCiri-ciri Batu Ginjal1. Kolik Ginjal2. Mual dan muntah3. Darah di urine4. Nyeri ketika buang air kecil5.,Health
